Gall_sp,Status,Parasitoid,Total_number,Per_country
Andricus hungaricus,asexual,Synergus umbraculus,1158,"AT,HU 115,UA"
Andricus hungaricus,asexual,Eurytoma brunniventris,382,"AT,HU 382,RO,RS"
Andricus hungaricus,asexual,Sycophila biguttata,84,"HU 84,RO"
Andricus hungaricus,asexual,Sycophila variegata,20,"HU 20,RO"
Andricus hungaricus,asexual,Megastigmus dorsalis,53,"HU 53,RO"
Andricus hungaricus,asexual,Megastigmus stigmatizans,1,HU 1
Andricus hungaricus,asexual,Torymus auratus,16,HU 16
Andricus hungaricus,asexual,Torymus ?erucarum,3,HU 3
Andricus hungaricus,asexual,Torymus geranii,1,"HU 1,RO"
Andricus hungaricus,asexual,Ormyrus nitidulus,6,"HU 6,RO"
Andricus hungaricus,asexual,Ormyrus pomaceus,4,HU 4
Andricus hungaricus,asexual,Caenacis lauta,2,"HU 2,RO"
Andricus hungaricus,asexual,Cecidostiba fungosa,485,HU 485
Andricus hungaricus,asexual,Mesopolobus amaenus,1,HU 1
Andricus hungaricus,asexual,Mesopolobus fasciiventris,25,HU 25
Andricus hungaricus,asexual,Eupelmus spongipartus,6,HU 6
Andricus hungaricus,asexual,Eupelmus urozonus,169,HU 169
Andricus hungaricus,asexual,Eupelmus vesicularis,23,HU 23
Andricus hungaricus,asexual,Reikosiella rostrata,,AT
Andricus hungaricus,asexual,Aulogymnus trilineatus,16,"HU 16,RO"
Andricus hungaricus,asexual,Aprostocetus aethiops,2,HU 2
Andricus hungaricus,asexual,(Pediobius saulius),5,HU 5
Andricus hungaricus,asexual,(Scambus elegans),3,HU 3
Andricus hystrix,asexual,Ceroptres clavicornis,,NA
Andricus hystrix,asexual,Synergus hayneanus,3,HU 3
Andricus hystrix,asexual,Synergus umbraculus,,HU
Andricus hystrix,asexual,Eurytoma adleriae,1,TR 1
Andricus hystrix,asexual,Eurytoma brunniventris,4,"HU 4,RO"
Andricus hystrix,asexual,Sycophila biguttata,3,HU 3
Andricus hystrix,asexual,Ormyrus nitidulus,1,IT 1
Andricus hystrix,asexual,Ormyrus pomaceus,16,HU 16
Andricus hystrix,asexual,Eupelmus spongipartus,1,HU 1
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Ceroptres clavicornis,1,HU 1
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus crassicornis,,DE
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus diaphanus,25,"AT 11,HU 14"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus facialis,291,"AT,CZ,TR 7"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus hayneanus,25,"AT,DE,HU(25,IT,UA"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus pallicornis,13,"AT,HU 13,IT"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus pallidipennis,5,"AT,HU 5,UA"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus pallipes,45,"AT,HU 45,UA"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus reinhardi,,"AT,FR,UA"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus thaumacerus,,AT
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus tibialis,2,HU 2
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Synergus umbraculus,169,"AT,CZ,HU 169,IT,PL,UA"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Eurytoma adleriae,3,IT 3
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Eurytoma brunniventris,57,"AT,CZ(1,HU 54,RO,TR 2"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Sycophila biguttata,28,"HU 27,IT,RO,TR 1"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Sycophila variegata,,RO
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Megastigmus dorsalis,36,"HU 10,TR 26"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Megastigmus stigmatizans,,IT 
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Torymus auratus,6,"AT,IT,RO,TR 6"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Torymus cyaneus,2,HU 2
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Torymus ?erucarum,1,HU 1
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Torymus ?flavipes,,PL
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Ormyrus nitidulus,50,"AT 10,BG 1,HU 28,IT,RO,TR 10,UA 1"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Ormyrus pomaceus,10,"AT 1,HU 9"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Caenacis lauta,26,HU 26
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Cecidostiba fungosa,48,"HU 47,TR 1"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Hobbya stenonota,4,TR 4
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Mesopolobus fasciiventris,1,HU 1
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Mesopolobus tarsatus,1,HU 1
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Eupelmus spongipartus,3,HU 3
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Eupelmus urozonus,3,"HU 3,RO"
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Aulogymnus skianeuros,,IT
Andricus infectorius,asexual [includes literature records under gallaetinctoriae],Tetrastichinae sp.,2,HU 2
Andricus inflator,bisexual,Saphonecrus connatus,1,"AT,DE,FR,SE öl"
Andricus inflator,bisexual,Synergus apicalis,,PL
Andricus inflator,bisexual,Synergus crassicornis,4,"GB 4,UA"
Andricus inflator,bisexual,Synergus pallipes,,"AT,DE"
Andricus inflator,bisexual,Synergus tibialis,1,ES 1
Andricus inflator,bisexual,Sycophila biguttata,,RO
Andricus inflator,bisexual,Megastigmus dorsalis,8,"AT,DE 1,FI 2,GB 1,HU 3,UA 1"
Andricus inflator,bisexual,Torymus auratus,,AT
Andricus inflator,bisexual,Torymus flavipes,5,"GB 2,HU 3"
Andricus inflator,bisexual,Ormyrus sp.,1,HU 2
Andricus inflator,bisexual,Mesopolobus albitarsus?,1,GB 1
Andricus inflator,bisexual,Mesopolobus fuscipes,,AT
Andricus inflator,bisexual,Mesopolobus tibialis,,DE
Andricus inflator,bisexual,Aulogymnus arsames,5,"DE 1,DK 1,GB 2,HU 1"
Andricus inflator,bisexual,Aprostocetus sp.,1,DK 1
Andricus inflator,bisexual,Andricus inflator,,NA
Andricus inflator,bisexual,Synergus apicalis,,"HU,UA"
Andricus inflator,bisexual,Synergus crassicornis,,UA
Andricus inflator,bisexual,Synergus hayneanus,12,"AT,HU 12,UA"
Andricus inflator,bisexual,Synergus pallidipennis,4,HU 4
Andricus inflator,bisexual,Synergus pallipes,,"AT,DK,UA"
Andricus inflator,bisexual,Synergus radiatus,,"DE,UA"
Andricus inflator,bisexual,Synergus ruficornis,32,"AT,DE,FR 29,GB 3,HU,PL,UA"
Andricus inflator,bisexual,Synergus tibialis,,"HU,UA"
Andricus inflator,bisexual,Synergus umbraculus,27,HU 27
Andricus inflator,bisexual,Saphonecrus connatus,,"AT,FR,SE öl"
Andricus inflator,bisexual,Sycophila iracemae,1,GR 1
Andricus inflator,bisexual,Eurytoma brunniventris,1,"AT,DE,GB 1"
Andricus inflator,bisexual,Torymus auratus,,AT
Andricus inflator,bisexual,Ormyrus pomaceus,17,"AT 5,FR(9,HU 3"
Andricus inflator,bisexual,Mesopolobus sericeus,1,GB 1
Andricus inflator,bisexual,Eupelmus spongipartus,1,GR 1
Andricus inflator,bisexual,Eupelmus urozonus,2,"ES 1,HU 1"
Andricus kollari,bisexual,Ceroptres cerri,,AT
Andricus kollari,bisexual,Mesopolobus fuscipes,461,"AT,GB 459,UA 2"
Andricus kollari,bisexual,Mesopolobus tibialis,7,GB 7
Andricus kollari,bisexual,Mesopolobus xanthocerus,17,"GB 16,HU 1"
Andricus kollari,bisexual,Aulogymnus gallarum,5,HU 5
Andricus kollari,bisexual,Aulogymnus testaceoviridis,1,HU 1
Andricus kollari,bisexual,Andricus kollari,,NA
Andricus kollari,bisexual,Ceroptres clavicornis,3,"AT 1,DE,GB 1,HU 1,PL,RO"
Andricus kollari,bisexual,Synergus crassicornis,2,"HU 2,UA,DE,FR,HU 55,IT 2,NL,PL,TR 1"
Andricus kollari,bisexual,Synergus hayneanus,52,"AT,FR,RO,UA"
Andricus kollari,bisexual,Synergus incrassatus,7,DE
Andricus kollari,bisexual,Synergus pallicornis,1,"AT,DE,HR,HU 1,RO,UA"
Andricus kollari,bisexual,Synergus pallidipennis,45,"GB 39,HU 6,NL rob,UA"
Andricus kollari,bisexual,Synergus pallipes,23,"AT,FR,HU 20,NL,UA"
Andricus kollari,bisexual,Synergus radiatus,,"NL,UA"
Andricus kollari,bisexual,Synergus reinhardi,678,"AT,DE 15,FR,HU,NL,PL,RO,UA"
Andricus kollari,bisexual,Synergus thaumacerus,,AT
Andricus kollari,bisexual,Synergus tibialis,,"HU,NL,UA"
Andricus kollari,bisexual,Synergus umbraculus,923,"AT,DE,DZ,FR 2,GB 365,HU 556,IT,NL,PL,UA"
Andricus kollari,bisexual,Eurytoma adleriae,23,"ES 4,FR 3,HU 15,IT 1"
Andricus kollari,bisexual,Eurytoma brunniventris,,"AT,BG 9,DE 6,ES 3,FR 553,GB 85,HU 682,IE 2,IT 3,NL 1,RO,UA 5"
Andricus kollari,bisexual,Eurytoma setigera,5,"AT,FR 1,HR,HU 4"
Andricus kollari,bisexual,Sycophila biguttata,31,"AT 7,DE 1,FR 1,GB 9,HU 13,NL,RO"
Andricus kollari,bisexual,Sycophila flavicollis,1,FR 1
Andricus kollari,bisexual,Sycophila variegata,27,"FR 6,GB 14,HU 7,NL"
Andricus kollari,bisexual,Megastigmus dorsalis,292,"AT,BE 1,BG 6,DE 57,ES 1,FR 56,GB 128,HU 37,NL 3,TR 3"
Andricus kollari,bisexual,Megastigmus stigmatizans,121,"AT,BG 2,DE,FR 55,GB 29,HU 28,IT 7"
Andricus kollari,bisexual,Torymus auratus,624,"AT 1,BE 2,BG 1,DE 44,FR 125,GB 395,HU 49,NL 3,RO,TR 4"
Andricus kollari,bisexual,Torymus ?erucarum,78,HU 78
Andricus kollari,bisexual,Torymus geranii,54,"BG,FR 1,GB 53,NL,RO"
Andricus kollari,bisexual,Ormyrus nitidulus,154,"AT 18,FR 6,GB 1,HU 129,IT"
Andricus kollari,bisexual,(Mantero 1906),,"RO,SI"
Andricus kollari,bisexual,Ormyrus pomaceus,2,"BG 2,MD"
Andricus kollari,bisexual,Ormyrus nitidulus or O. pomaceus,7,HU 7
Andricus kollari,bisexual,Caenacis lauta,92,"AT,DE 1,GB 1,HR 2,HU 61,IE 1,RO,UA 26"
Andricus kollari,bisexual,Cecidostiba fungosa,78,"AT,DE 1,FR 23,GB 5,HU 49"
Andricus kollari,bisexual,Cecidostiba geganius,,NL
Andricus kollari,bisexual,Cecidostiba semifascia,4,"HU 3,UA 1"
Andricus kollari,bisexual,Cyrtoptyx robustus,1,"IT,RO 1"
Andricus kollari,bisexual,Hobbya stenonota,17,"FR 7,GB 3,HU 5,TR 2"
Andricus kollari,bisexual,Mesopolobus amaenus,2,GB 2
Andricus kollari,bisexual,Mesopolobus fasciiventris,2,"AT,GB 1,HU 1,NL"
Andricus kollari,bisexual,Mesopolobus sericeus,165,"GB 165,IE 'C"
Andricus kollari,bisexual,Mesopolobus tibialis,1,GB 1
Andricus kollari,bisexual,Eupelmus spongipartus,176,"AT,BG 1,DE 1,FR 38,GB 1,HR 3,HU 132,RO"
Andricus kollari,bisexual,Eupelmus urozonus,49,"AT,DE 1,FR 8,GB 13,HU 24,NL,RO,TR 2,UA 1"
Andricus kollari,bisexual,Eupelmus vesicularis,11,"AT,HU 11"
Andricus kollari,bisexual,Aulogymnus ?arsames,1,DE 1
Andricus kollari,bisexual,Aulogymnus gallarum,4,"HR 3,HU 1"
Andricus kollari,bisexual,Aulogymnus trilineatus,1,GB 1
Andricus kollari,bisexual,Baryscapus ?anasillus,11,HU 11
Andricus kollari,bisexual,Baryscapus berhidanus,94,"CZ,FR,HU 94"
Andricus kollari,bisexual,Baryscapus ?pallidae,1,HU 1
Andricus kollari,bisexual,(Scambus sp.),3,HU 3
Andricus legitimus,asexual,Synergus clandestinus,67,"AT,DE,ES 37,FI,GB 30,HU,NL,PL,UA"
Andricus legitimus,asexual,Synergus facialis,,NL
Andricus legitimus,asexual,Eurytoma brunniventris,2,"ES 2,NL"
Andricus legitimus,asexual,Megastigmus dorsalis,48,"ES 48,NL"
Andricus legitimus,asexual,Hobbya stenonota,43,ES 43
Andricus legitimus,asexual,Mesopolobus tibialis,1,ES 1
Andricus legitimus,asexual,Eupelmus spongipartus,24,ES 24
Andricus lignicolus,bisexual,Mesopolobus dubius,3,GB 3
Andricus lignicolus,bisexual,Mesopolobus fuscipes,70,"GB 70,GB 1"
Andricus lignicolus,bisexual,Mesopolobus xanthocerus,3,GB 3
Andricus lignicolus,bisexual,Andricus lignicolus,,NA
Andricus lignicolus,bisexual,Ceroptres clavicornis,13,"AT 3,BG,HU 10,PL"
Andricus lignicolus,bisexual,"(Ionescu 1955, 1957)",,UA
Andricus lignicolus,bisexual,Synergus apicalis,,"AT,HU,UA"
Andricus lignicolus,bisexual,Synergus crassicornis,1,HU 1
Andricus lignicolus,bisexual,Synergus facialis,75,"DE,GB 16,HU 59,NL"
Andricus lignicolus,bisexual,Synergus hayneanus,34,"AT,DE,HU 34,RO,UA"
Andricus lignicolus,bisexual,Synergus pallicornis,1,"AT,DE,HU 1"
Andricus lignicolus,bisexual,(Diakontschuk & Melika 1994),,NA
Andricus lignicolus,bisexual,Synergus pallidipennis,18,"AT,GB 2,HU 16,UA"
Andricus lignicolus,bisexual,Synergus pallipes,15,"AT,HU 15,NL,UA"
Andricus lignicolus,bisexual,Synergus reinhardi,42,"DE,GB 42,HU,NL,PL,RO,UA"
Andricus lignicolus,bisexual,Synergus ruficornis,,UA
Andricus lignicolus,bisexual,Synergus umbraculus,147,"AT 13,DE,FR 4,GB 10,HU 120,NL,PL,UA"
Andricus lignicolus,bisexual,Eurytoma adleriae,14,"HU 13,SK 1"
Andricus lignicolus,bisexual,Eurytoma brunniventris,116,"AT 6,BG 12,GB 2,HU 96,NL"
Andricus lignicolus,bisexual,Eurytoma setigera,,AT
Andricus lignicolus,bisexual,Sycophila biguttata,17,"AT 4,BG 4,DE,HU 9,RO"
Andricus lignicolus,bisexual,Sycophila variegata,3,"AT 2,BG 1,HU,RO"
Andricus lignicolus,bisexual,Megastigmus dorsalis,89,"AT,BG 25,FR 2,GB 12,HU 48,NL,UA 2"
Andricus lignicolus,bisexual,Megastigmus stigmatizans,2,"BG 1,DE,GB 1"
Andricus lignicolus,bisexual,Torymus auratus,17,"AT,BG 1,FR 3,GB 6,HU 5,RO,UA 2"
Andricus lignicolus,bisexual,(Perilampus ruficornis),1,BG 1
Andricus lignicolus,bisexual,Ormyrus nitidulus,109,"AT 46,BG 26,HU 37,RO"
Andricus lignicolus,bisexual,Ormyrus pomaceus,52,"AT 15,BG 2,DE,HU 33,RO,UA 2"
Andricus lignicolus,bisexual,Caenacis lauta,38,"AT,HR 2,HU 36"
Andricus lignicolus,bisexual,Cecidostiba fungosa,58,"AT,HU 58,RO"
Andricus lignicolus,bisexual,Cecidostiba semifascia,1,HU 1
Andricus lignicolus,bisexual,Eumacepolus sp.?,1,HU 1
Andricus lignicolus,bisexual,Mesopolobus amaenus,6,"FR 2,GB 4,HU"
Andricus lignicolus,bisexual,Mesopolobus dubius,,HU
Andricus lignicolus,bisexual,Mesopolobus fasciiventris,13,"AT 1,HU 11,UA 1"
Andricus lignicolus,bisexual,Mesopolobus sericeus,25,"BG 1,GB 23,HU,IE 1"
Andricus lignicolus,bisexual,Mesopolobus tibialis,,HU 1
Andricus lignicolus,bisexual,Mesopolobus xanthocerus,,HU
Andricus lignicolus,bisexual,Eupelmus spongipartus,19,"AT,BG 6,HR,HU 13,RO"
Andricus lignicolus,bisexual,Eupelmus urozonus,25,"BG 1,GB 3,HU 21"
Andricus lignicolus,bisexual,Reikosiella rostrata,1,HU 1
Andricus lignicolus,bisexual,Aulogymnus skianeuros,2,"AT,BG 1,HU 1"
Andricus lignicolus,bisexual,Aulogymnus trilineatus,,HU
Andricus lignicolus,bisexual,Aprostocetus aethiops,3,HU 3
Andricus lucidus,bisexual,Synergus pallipes,1,HU 1
Andricus lucidus,bisexual,Synergus umbraculus,,AT
Andricus lucidus,bisexual,Eurytoma brunniventris,,NA
Andricus lucidus,bisexual,Eurytoma setigera,5,HU 5
Andricus lucidus,bisexual,Sycophila biguttata,483,"AT 462,HU 21"
Andricus lucidus,bisexual,Torymus auratus,8,"AT,HU 8,RO"
Andricus lucidus,bisexual,Ormyrus nitidulus,3,"AT 1,HU 1,TR 1"
Andricus lucidus,bisexual,Ormyrus pomaceus,10,"AT 9,HU 1"
Andricus lucidus,bisexual,Cecidostiba fungosa,24,HU 24
Andricus lucidus,bisexual,Hobbya stenonota,,HU
Andricus lucidus,bisexual,Mesopolobus xanthocerus,5,HU 5
Andricus lucidus,bisexual,Eupelmus spongipartus,3,"AT,HU 3"
Andricus lucidus,bisexual,Eupelmus urozonus,1,"AT,HU 1"
Andricus lucidus,bisexual,Aulogymnus gallarum,61,"AT,HU 61"
Andricus lucidus,bisexual,Baryscapus sp.,17,HU 17
Andricus lucidus,bisexual,Andricus lucidus,,NA
Andricus lucidus,bisexual,Ceroptres clavicornis,6,"AT,GB 2,HU 4"
Andricus lucidus,bisexual,Synergus facialis,9,HU 9
Andricus lucidus,bisexual,Synergus hayneanus,16,HU 16
Andricus lucidus,bisexual,Synergus pallidipennis,3,HU 3
Andricus lucidus,bisexual,Synergus pallipes,10,"AT,HU 10"
Andricus lucidus,bisexual,Synergus umbraculus,691,"AT,DE,GB 9,GR,HR,HU 682,IT,PL,UA"
Andricus lucidus,bisexual,Melika 1994),,NA
Andricus lucidus,bisexual,Eurytoma adleriae,12,"AT 1,FR 1,HU 6,IT 2,TR 2"
Andricus lucidus,bisexual,Eurytoma brunniventris,166,"AT,BG 7,GB 1,HU 152,IT 1,RO"
Andricus lucidus,bisexual,Eurytoma setigera,2,"HU 1,TR 1"
Andricus lucidus,bisexual,Sycophila biguttata,278,"AT 51,BG 3,DE,GB 1,HU 218,RO,TR 5"
Andricus lucidus,bisexual,Sycophila variegate,188,"TR 1,AT,HU 161,TR 27"
Andricus lucidus,bisexual,Megastigmus stigmatizans,,"AT,HU"
Andricus lucidus,bisexual,Torymus auratus,2,"GB 1,HU 1"
Andricus lucidus,bisexual,Torymus cyaneus,1,HU 1
Andricus lucidus,bisexual,Ormyrus nitidulus,301,"AT 21,BG 9,HU 258,RO,TR 13"
Andricus lucidus,bisexual,Ormyrus pomaceus,106,"AT 8,HU 93,RO,TR 5"
Andricus lucidus,bisexual,Ormyrus nitidulus or O. pomaceus,8,TR 8
Andricus lucidus,bisexual,Caenacis lauta,10,"AT,HR 1,HU 9"
Andricus lucidus,bisexual,Cecidostiba fungosa,71,"AT,GB 1,HR 2,HU 65,RO,TR 3"
Andricus lucidus,bisexual,Cecidostiba semifascia,1,HU 1
Andricus lucidus,bisexual,Hobbya stenonota,1,"AT,HU 1"
Andricus lucidus,bisexual,Mesopolobus sericeus,1,GB 1
Andricus lucidus,bisexual,Mesopolobus xanthocerus?,1,GB 1
Andricus lucidus,bisexual,Eupelmus spongipartus,17,"AT,HU 17"
Andricus lucidus,bisexual,Eupelmus urozonus,17,"BG 1,GB 1,HU 16,RO"
Andricus lucidus,bisexual,Aulogymnus arsames,1,HU 1
Andricus lucidus,bisexual,Aulogymnus gallarum,3,"HU 1,TR 2"
Andricus lucidus,bisexual,Aulogymnus trilineatus,13,"HU 8,TR 5"
Andricus lucidus,bisexual,Baryscapus ?anasillus,4,HU 4
Andricus lucidus,bisexual,Baryscapus berhidanus,73,"HU 1,TR 72"
Andricus lucidus,bisexual,Baryscapus ?pallidae,5,HU 5
Andricus lucidus,bisexual,Baryscapus sp.,10,ES 10
Andricus lucidus,bisexual,(Scambus elegans),4,HU 4
Andricus malpighii,bisexual,Synergus pallipes,,NL
Andricus malpighii,bisexual,Synergus radiatus,,"DK,NL"
Andricus malpighii,bisexual,Ormocerus latus,2,ES 2
Andricus malpighii,bisexual,Mesopolobus tibialis,5,ES 5
Andricus malpighii,bisexual,Mesopolobus xanthocerus,55,ES 55
Andricus malpighii,bisexual,Andricus malpighii,,NA
Andricus malpighii,bisexual,Saphonecrus connatus,,DK
Andricus malpighii,bisexual,Synergus facialis,48,"AD,ES 48,FR,NL"
Andricus malpighii,bisexual,Synergus pallipes,,"AD,AT,DK,NL"
Andricus malpighii,bisexual,Synergus radiatus,,"AD,DE,NL"
Andricus malpighii,bisexual,Synergus thaumacerus,,DK
Andricus malpighii,bisexual,Eurytoma brunniventris,2,AD 2
Andricus malpighii,bisexual,Mesopolobus fasciiventris,1,"ES 1,NL"
Andricus malpighii,bisexual,Mesopolobus sericeus,,AD
Andricus malpighii,bisexual,Mesopolobus tibialis,1,ES 1
Andricus malpighii,bisexual,Pteromalus sp. A,1,FI 1
Andricus malpighii,bisexual,Eupelmus urozonus,1,ES 1
Andricus malpighii,bisexual,Synergus umbraculus,2,GR 2
Andricus malpighii,bisexual,Eurytoma brunniventris,4,GR 4
Andricus malpighii,bisexual,Megastigmus ?stigmatizans,7,GR 7
Andricus malpighii,bisexual,Ormyrus nitidulus,1,GR 1
Andricus malpighii,bisexual,Ormyrus pomaceus,3,GR 3
Andricus malpighii,bisexual,Cecidostiba fungosa,6,GR 6
Andricus malpighii,bisexual,Eupelmus spongipartus,1,GR 1
Andricus melikai,bisexual,Ormyrus ?pomaceus,2,GR 2
Andricus mitratus,asexual,Synergus facialis,,IT
Andricus mitratus,asexual,Synergus reinhardi,,"AT,IT"
Andricus mitratus,asexual,Synergus umbraculus,,BG
Andricus mitratus,asexual,Eurytoma brunniventris,6,"BG 1,TR 5"
Andricus mitratus,asexual,Sycophila biguttata,4,"AT 2,BG 1,HU 1"
Andricus mitratus,asexual,Ormyrus nitidulus,9,"BG 7,TR 2"
Andricus mitratus,asexual,Ormyrus pomaceus,1,HU 1
Andricus mitratus,asexual,Aulogymnus trilineatus,2,TR 2
Andricus moreae,asexual,Ormyrus nitidulus,,GR
Andricus multiplicatus,bisexual,Ceroptres cerri,9,"AT 4,HU 5"
Andricus multiplicatus,bisexual,Synergus crassicornis,,AT
Andricus multiplicatus,bisexual,Synergus dacianus,,"AT,BG,RO"
Andricus multiplicatus,bisexual,Eurytoma brunniventris,7,"AT,HU 7"
Andricus multiplicatus,bisexual,Eurytoma setigera,,AT
Andricus multiplicatus,bisexual,Sycophila biguttata,105,"AT 102,HU 3,RO"
Andricus multiplicatus,bisexual,Megastigmus dorsalis,4,"AT,HU 4,RO"
Andricus multiplicatus,bisexual,Torymus auratus,,AT
Andricus multiplicatus,bisexual,Torymus flavipes,1,"HU,UA 1"
Andricus multiplicatus,bisexual,Ormyrus nitidulus,95,"AT 87,HU 8,RO"
Andricus multiplicatus,bisexual,Ormyrus pomaceus,,"RO,HU"
Andricus multiplicatus,bisexual,Ormyrus nitidulus or O. pomaceus,3,HU 3
Andricus multiplicatus,bisexual,Ormocerus latus,2,HU 2
Andricus multiplicatus,bisexual,Ormocerus vernalis,5,HU 5
Andricus multiplicatus,bisexual,Cecidostiba fungosa,8,"AT,HU 8"
Andricus multiplicatus,bisexual,Hobbya stenonota,1,"AT,HU 1"
Andricus multiplicatus,bisexual,Mesopolobus amaenus,51,"AT,HU 51"
Andricus multiplicatus,bisexual,Mesopolobus fuscipes,6,HU 6
Andricus multiplicatus,bisexual,Mesopolobus sericeus,1,HU 1
Andricus multiplicatus,bisexual,Mesopolobus tibialis,7,HU 7
Andricus multiplicatus,bisexual,Mesopolobus xanthocerus,30,HU 30
Andricus multiplicatus,bisexual,Eupelmus ?matranus,,RO
Andricus multiplicatus,bisexual,Eupelmus spongipartus,2,"AT,HU 2"
Andricus multiplicatus,bisexual,Eupelmus urozonus,12,"AT,HU 12"
Andricus multiplicatus,bisexual,Aulogymnus arsames,36,HU 36
Andricus multiplicatus,bisexual,Aulogymnus gallarum,33,"HU 33,RO"
Andricus multiplicatus,bisexual,Aulogymnus skianeuros,5,HU 5
Andricus multiplicatus,bisexual,Aulogymnus testaceoviridis,119,HU 119
Andricus multiplicatus,bisexual,Cirrospilus sp.,1,HU 1
Andricus multiplicatus,bisexual,Aprostocetus cerricola,10,HU 10
Andricus multiplicatus,bisexual,Tetrastichinae sp.,1,HU 1
Andricus paradoxus,Schlechtendal,Ceroptres clavicornis,1,HU 1
Andricus paradoxus,Schlechtendal,Synergus facialis,7,"AT,DE,ES 1,GB 6,NL,PL"
Andricus paradoxus,Schlechtendal,Synergus pallicornis,,NL
Andricus paradoxus,Schlechtendal,Synergus pallipes,13,"AT,ES 10,GB 3"
Andricus paradoxus,Schlechtendal,Quinlan 1963; Jennings 2010),,"NL,UA"
Andricus paradoxus,Schlechtendal,Synergus radiatus,,"AT,DE,DK,ES,FR,GB,NL"
Andricus paradoxus,Schlechtendal,Eurytoma brunniventris,3,"FR 1,GB 2"
Andricus paradoxus,Schlechtendal,Caenacis lauta,10,"FR 3,GB 7"
Andricus paradoxus,Schlechtendal,Mesopolobus amaenus,3,"FR 1,GB 2"
Andricus paradoxus,Schlechtendal,Mesopolobus fasciiventris,1,FI 1
Andricus paradoxus,Schlechtendal,Mesopolobus sericeus,1,GB 1
Andricus paradoxus,Schlechtendal,Mesopolobus tibialis,7,GB 7
Andricus paradoxus,Schlechtendal,Eupelmus urozonus,5,"FR 1,GB 4"
Andricus paradoxus,Schlechtendal,Aprostocetus sp.,1,HU 1
Andricus pictus,asexual,Synergus hayneanus,272,ES 272
Andricus pictus,asexual,Synergus pallidipennis,32,ES 32
Andricus pictus,asexual,Synergus umbraculus,319,"ES 319,PT"
Andricus pictus,asexual,Eurytoma brunniventris,4,"ES 3,MA 1"
Andricus pictus,asexual,Megastigmus stigmatizans,46,ES 46
Andricus pictus,asexual,Torymus auratus,7,ES 7
Andricus pictus,asexual,Ormyrus pomaceus,18,ES 18
Andricus pictus,asexual,Cecidostiba fungosa,11,ES 11
Andricus pictus,asexual,Mesopolobus amaenus,1,ES 1
Andricus pictus,asexual,Eupelmus spongipartus,6,ES 6
Andricus pictus,asexual,Eupelmus urozonus,2,ES 2
Andricus pictus,asexual,Aulogymnus trilineatus,1,ES 1
Andricus pictus,asexual,Baryscapus berhidanus,11,ES 11
Andricus polycerus,asexual,Ceroptres clavicornis,1,AT 1
Andricus polycerus,asexual,Synergus facialis,1,HU 1
Andricus polycerus,asexual,Synergus hayneanus,28,HU 28
Andricus polycerus,asexual,Synergus pallicornis,,AT
Andricus polycerus,asexual,Synergus pallidipennis,2,"HR 2,HU"
Andricus polycerus,asexual,Synergus pallipes,1,"AT,HU 1"
Andricus polycerus,asexual,Synergus umbraculus,227,"AT,HU 227,IT,PL"
Andricus polycerus,asexual,Eurytoma adleriae,7,"DE 1,GR 2,HR 4"
Andricus polycerus,asexual,Eurytoma brunniventris,12,"AT,BG 1,GR 3,HU 8,IT"
Andricus polycerus,asexual,Eurytoma setigera,2,"AT,HR 1,HU 1"
Andricus polycerus,asexual,Sycophila biguttata,26,"AT 5,HR 19,HU 2"
Andricus polycerus,asexual,Sycophila flavicollis,13,HR 13
Andricus polycerus,asexual,Sycophila variegata,9,HR 9
Andricus polycerus,asexual,Megastigmus dorsalis,4,"AT,HR 4"
